iter	Accuracy	MultiClass
423	0.9765886288	0.06926400874
424	0.9765886288	0.06908103504
425	0.9765886288	0.06889864945
426	0.9799331104	0.0687458443
427	0.9799331104	0.06864590953
428	0.9799331104	0.06843088426
429	0.9799331104	0.06829132063
430	0.9799331104	0.06814325448
431	0.9799331104	0.06800305375
432	0.9799331104	0.0677959894
433	0.9799331104	0.06763770616
434	0.9799331104	0.06755124344
435	0.9799331104	0.06748198091
436	0.9799331104	0.06742075716
437	0.9799331104	0.06732058744
438	0.983277592	0.06720178061
439	0.983277592	0.06694799175
440	0.983277592	0.06682104863
441	0.983277592	0.06668432085
442	0.983277592	0.0664648394
443	0.983277592	0.06624966332
444	0.983277592	0.06614753841
445	0.983277592	0.06599412484
446	0.983277592	0.06582196707
447	0.983277592	0.06570297533
448	0.983277592	0.0655197134
449	0.983277592	0.06536086652
450	0.983277592	0.06514659151
451	0.983277592	0.06495289735
452	0.983277592	0.06468945839
453	0.983277592	0.0645256331
454	0.983277592	0.06439772428
455	0.983277592	0.06425276327
456	0.983277592	0.0641710371
457	0.983277592	0.06401170346
458	0.983277592	0.0638707165
459	0.983277592	0.06367560847
460	0.983277592	0.06352738854
461	0.9866220736	0.06339917113
462	0.9866220736	0.06328220783
463	0.9866220736	0.06313811979
464	0.9866220736	0.06298896392
465	0.9866220736	0.0627842449
466	0.9866220736	0.06266920218
467	0.9866220736	0.06244878679
468	0.9866220736	0.06222082051
469	0.9866220736	0.06206376748
470	0.9866220736	0.06201015925
471	0.9866220736	0.06190904892
472	0.9866220736	0.06176079484
473	0.9899665552	0.06161988683
474	0.9899665552	0.06148263846
475	0.9933110368	0.06138164959
476	0.9933110368	0.06128749479
477	0.9933110368	0.06119260679
478	0.9933110368	0.06108442459
479	0.9933110368	0.06095951965
480	0.9899665552	0.06077384982
481	0.9899665552	0.06060905005
482	0.9899665552	0.06051810805
483	0.9899665552	0.06041333311
484	0.9933110368	0.06026318928
485	0.9933110368	0.06009415848
486	0.9933110368	0.06000099053
487	0.9933110368	0.05983112178
488	0.9933110368	0.05974231423
489	0.9933110368	0.05962820623
490	0.9933110368	0.05949983335
491	0.9933110368	0.05937451556
492	0.9933110368	0.05924320976
493	0.9933110368	0.05915433739
494	0.9933110368	0.05906301761
495	0.9933110368	0.05893028595
496	0.9933110368	0.05883169024
497	0.9933110368	0.05870744876
498	0.9933110368	0.05856574917
499	0.9933110368	0.05845082957
500	0.9933110368	0.05834594247
501	0.9933110368	0.05815988865
502	0.9933110368	0.05802527114
503	0.9933110368	0.05791477976
504	0.9933110368	0.05772907786
505	0.9933110368	0.05758894852
506	0.9933110368	0.05751174929
507	0.9933110368	0.05743682504
508	0.9933110368	0.05730859355
509	0.9933110368	0.0572106869
510	0.9933110368	0.05713883056
511	0.9933110368	0.05700595093
512	0.9933110368	0.05682203569
513	0.9933110368	0.05672826784
514	0.9933110368	0.05662862731
515	0.9933110368	0.05655016676
516	0.9933110368	0.05647964252
517	0.9933110368	0.05633735777
518	0.9933110368	0.05610297929
519	0.9933110368	0.05591980386
520	0.9933110368	0.05581992198
521	0.9933110368	0.05573730363
522	0.9933110368	0.05560237171
523	0.9933110368	0.05546778844
524	0.9933110368	0.05528841428
525	0.9933110368	0.05522029506
526	0.9933110368	0.05509597234
527	0.9933110368	0.05498903748
528	0.9933110368	0.0548608053
529	0.9933110368	0.05471102309
530	0.9933110368	0.05458131077
531	0.9933110368	0.05447074442
532	0.9933110368	0.05435994029
533	0.9933110368	0.05419064372
534	0.9966555184	0.05407592181
535	0.9966555184	0.05399746166
536	0.9966555184	0.05389757456
537	0.9966555184	0.0538051962
538	0.9966555184	0.05371278044
539	0.9966555184	0.05354166287
540	0.9966555184	0.05338375846
541	0.9966555184	0.05327984957
542	0.9966555184	0.05311937913
543	0.9966555184	0.05303434511
544	0.9966555184	0.05282318735
545	0.9966555184	0.05265249482
546	0.9966555184	0.05258258361
547	0.9966555184	0.05249785565
548	0.9966555184	0.05241593074
549	0.9966555184	0.05232430992
550	0.9966555184	0.05220568991
551	0.9966555184	0.05212113808
552	0.9966555184	0.05201184457
553	0.9966555184	0.05188951742
554	0.9966555184	0.05179575817
555	0.9966555184	0.05172520647
556	0.9966555184	0.05164624347
557	0.9966555184	0.05155180583
558	0.9966555184	0.05149196889
559	0.9966555184	0.05136554444
560	0.9966555184	0.05126167105
561	0.9966555184	0.05115187815
562	0.9966555184	0.05104928578
563	0.9966555184	0.0509641014
564	0.9966555184	0.05083218768
565	0.9966555184	0.05070795272
566	0.9966555184	0.05062724454
567	0.9966555184	0.05053901205
568	0.9966555184	0.05047844193
569	0.9966555184	0.05041268886
570	0.9966555184	0.05027856809
571	0.9966555184	0.05021385868
572	0.9966555184	0.05012878916
573	0.9966555184	0.05004704707
574	0.9966555184	0.04985368685
575	0.9966555184	0.04974329129
576	0.9966555184	0.04969988301
577	0.9966555184	0.04962341012
578	0.9966555184	0.04954046927
579	0.9966555184	0.04944800579
580	0.9966555184	0.04933163172
581	0.9966555184	0.04922103603
582	0.9966555184	0.04914437357
583	0.9966555184	0.04907316192
584	0.9966555184	0.04902573287
585	0.9966555184	0.04894424315
586	0.9966555184	0.04883430853
587	0.9966555184	0.04875924338
588	0.9966555184	0.04866702474
589	0.9966555184	0.04857053268
590	0.9966555184	0.04849050318
591	0.9966555184	0.04842912431
592	0.9966555184	0.04836244066
593	0.9966555184	0.0482828014
594	0.9966555184	0.04817803146
595	0.9966555184	0.0480796586
596	0.9966555184	0.04803103809
597	0.9966555184	0.047905295
598	0.9966555184	0.04783522484
599	0.9966555184	0.04778720612
600	0.9966555184	0.04772376169
601	0.9966555184	0.04764773886
602	0.9966555184	0.04754642648
603	0.9966555184	0.04745811104
604	0.9966555184	0.0474017806
605	0.9966555184	0.04736056434
606	0.9966555184	0.04730362937
607	0.9966555184	0.04723773524
608	0.9966555184	0.0471666178
609	0.9966555184	0.04711569598
610	0.9966555184	0.04706759173
611	0.9966555184	0.04696183754
612	0.9966555184	0.04687115825
613	0.9966555184	0.04679581793
614	0.9966555184	0.04673824764
615	0.9966555184	0.04664923215
616	0.9966555184	0.04653131456
617	0.9966555184	0.04644731543
618	0.9966555184	0.04639231115
619	0.9966555184	0.04632439571
620	0.9966555184	0.0462316092
621	0.9966555184	0.04615895436
622	0.9966555184	0.04608263926
623	0.9966555184	0.04600932104
624	0.9966555184	0.04592022526
625	0.9966555184	0.04584492235
626	0.9966555184	0.04574257909
627	0.9966555184	0.04567313212
628	0.9966555184	0.04557830679
629	0.9966555184	0.04552995547
630	0.9966555184	0.0454673857
631	0.9966555184	0.04539183458
632	0.9966555184	0.0453183492
633	0.9966555184	0.04524290067
634	0.9966555184	0.04516088052
635	0.9966555184	0.04507699614
636	0.9966555184	0.04501136197
637	0.9966555184	0.04498115925
638	0.9966555184	0.04491690074
639	0.9966555184	0.04488625319
640	0.9966555184	0.04482781294
641	0.9966555184	0.04475694358
642	0.9966555184	0.04466608021
643	0.9966555184	0.04453218454
644	0.9966555184	0.04442915673
645	0.9966555184	0.04431859431
646	0.9966555184	0.04423010113
647	0.9966555184	0.04413440141
648	0.9966555184	0.04406129542
649	0.9966555184	0.04403135572
650	0.9966555184	0.04396038193
651	0.9966555184	0.04390886907
652	0.9966555184	0.04378390363
653	0.9966555184	0.04371226067
654	0.9966555184	0.04361595639
655	0.9966555184	0.04358143484
656	0.9966555184	0.04355030645
657	0.9966555184	0.0434243448
658	0.9966555184	0.04336620713
659	0.9966555184	0.04330455913
660	0.9966555184	0.04323148252
661	0.9966555184	0.04313039022
662	0.9966555184	0.0430811374
663	0.9966555184	0.04301677348
664	0.9966555184	0.04295391474
665	0.9966555184	0.04287270582
666	0.9966555184	0.04280466289
667	0.9966555184	0.04274327685
668	0.9966555184	0.0427000728
669	0.9966555184	0.0426114615
670	0.9966555184	0.04255283889
671	0.9966555184	0.04244380757
672	0.9966555184	0.04236276297
673	0.9966555184	0.0422930432
674	0.9966555184	0.04225981537
675	0.9966555184	0.04217780744
676	0.9966555184	0.04208468559
677	0.9966555184	0.04203497262
678	0.9966555184	0.04198171557
679	0.9966555184	0.04186781699
680	0.9966555184	0.04182213912
681	0.9966555184	0.04177436871
682	0.9966555184	0.04172155362
683	0.9966555184	0.04163503232
684	0.9966555184	0.04158179392
685	0.9966555184	0.0415137878
686	0.9966555184	0.04146896436
687	0.9966555184	0.04139096494
688	0.9966555184	0.04128273844
689	0.9966555184	0.04122171785
690	0.9966555184	0.0411976562
691	0.9966555184	0.0411270719
692	0.9966555184	0.04104922527
693	0.9966555184	0.04098503089
694	0.9966555184	0.0409098035
695	0.9966555184	0.04086850639
696	0.9966555184	0.04080810498
697	0.9966555184	0.04074687145
698	0.9966555184	0.04069973992
699	0.9966555184	0.04065827461
700	0.9966555184	0.04055868845
701	0.9966555184	0.04052743862
702	0.9966555184	0.04044857964
703	0.9966555184	0.04042340847
704	0.9966555184	0.0403580902
705	0.9966555184	0.04031166609
706	0.9966555184	0.04027501673
707	0.9966555184	0.04021853375
708	0.9966555184	0.04016427978
709	0.9966555184	0.04012662587
710	0.9966555184	0.04006845144
711	0.9966555184	0.04001616787
712	0.9966555184	0.03995957211
713	0.9966555184	0.03994299929
714	0.9966555184	0.03989670916
715	0.9966555184	0.03985712958
716	0.9966555184	0.03982207545
717	0.9966555184	0.03978258719
718	0.9966555184	0.0396791403
719	0.9966555184	0.03959160721
720	0.9966555184	0.03955012155
721	0.9966555184	0.0394698031
722	0.9966555184	0.03938636808
723	0.9966555184	0.03929468425
724	0.9966555184	0.03922275373
725	0.9966555184	0.03915842677
726	0.9966555184	0.03910461771
727	0.9966555184	0.03906436632
728	0.9966555184	0.03900751519
729	0.9966555184	0.03895482815
730	0.9966555184	0.03887172343
731	0.9966555184	0.03880630674
732	0.9966555184	0.03873637667
733	0.9966555184	0.03867215348
734	0.9966555184	0.03865219508
735	0.9966555184	0.03862361569
736	0.9966555184	0.03860006987
737	0.9966555184	0.03855224587
738	0.9966555184	0.03848906756
739	0.9966555184	0.03845599571
740	0.9966555184	0.03838476588
741	0.9966555184	0.03832884958
742	0.9966555184	0.03830058757
743	0.9966555184	0.03827198909
744	0.9966555184	0.03822788781
745	0.9966555184	0.03816560393
746	0.9966555184	0.03813231725
747	0.9966555184	0.03809699959
748	0.9966555184	0.03804591031
749	0.9966555184	0.03801797499
750	0.9966555184	0.03796141371
751	0.9966555184	0.03787770775
752	0.9966555184	0.03781114729
753	0.9966555184	0.03777815066
754	0.9966555184	0.03774781818
755	0.9966555184	0.03769344371
756	0.9966555184	0.03762391073
757	0.9966555184	0.03753419345
758	0.9966555184	0.03750889398
759	0.9966555184	0.0374741772
760	0.9966555184	0.03744494929
761	0.9966555184	0.03743163681
762	0.9966555184	0.03741362453
763	0.9966555184	0.03738735516
764	0.9966555184	0.03730460762
765	0.9966555184	0.0372154638
766	0.9966555184	0.03716725429
767	0.9966555184	0.03710290726
768	0.9966555184	0.03706831564
769	0.9966555184	0.03702825266
770	0.9966555184	0.03700259248
771	0.9966555184	0.03695170517
772	0.9966555184	0.03689381055
773	0.9966555184	0.03686604515
774	0.9966555184	0.03678652653
775	0.9966555184	0.03675100201
776	0.9966555184	0.03669670696
777	0.9966555184	0.0366404907
778	0.9966555184	0.03659950253
779	0.9966555184	0.03654460878
780	0.9966555184	0.03649424748
781	0.9966555184	0.03647344911
782	0.9966555184	0.03642348887
783	0.9966555184	0.03637676939
784	0.9966555184	0.03631995678
785	0.9966555184	0.03625446224
786	0.9966555184	0.03621227948
787	0.9966555184	0.0361767222
788	0.9966555184	0.03609069379
789	0.9966555184	0.03603684793
790	0.9966555184	0.03600238135
791	0.9966555184	0.0359382018
792	0.9966555184	0.03587942479
793	0.9966555184	0.03582303355
794	0.9966555184	0.03578738842
795	0.9966555184	0.03576968492
796	0.9966555184	0.03572205298
797	0.9966555184	0.0356882646
798	0.9966555184	0.03561398113
799	0.9966555184	0.03556925033
800	0.9966555184	0.03551261529
801	0.9966555184	0.03547537688
802	0.9966555184	0.03543884554
803	0.9966555184	0.03540015021
804	0.9966555184	0.035368352
805	0.9966555184	0.03529426211
806	0.9966555184	0.03522255617
807	0.9966555184	0.03518450244
808	0.9966555184	0.03510933809
809	0.9966555184	0.03506725408
810	0.9966555184	0.03502408736
811	0.9966555184	0.03498109987
812	0.9966555184	0.03494147705
813	0.9966555184	0.03486395871
814	0.9966555184	0.03481146375
815	0.9966555184	0.03476667329
816	0.9966555184	0.03471480951
817	0.9966555184	0.03466374006
818	0.9966555184	0.03462039601
819	0.9966555184	0.03458376025
820	0.9966555184	0.03454892974
821	0.9966555184	0.03449341828
822	0.9966555184	0.03445322857
823	0.9966555184	0.03440645458
824	0.9966555184	0.03435602561
825	0.9966555184	0.03430785515
826	0.9966555184	0.03424844089
827	0.9966555184	0.03421661698
828	0.9966555184	0.03415899445
829	0.9966555184	0.03412583274
830	0.9966555184	0.03408388394
831	0.9966555184	0.0340504997
832	0.9966555184	0.03403473029
833	0.9966555184	0.03400830849
834	0.9966555184	0.03395207256
835	0.9966555184	0.03385437811
836	0.9966555184	0.0338123401
837	0.9966555184	0.03378429127
838	0.9966555184	0.03375261859
839	0.9966555184	0.03370517823
840	0.9966555184	0.03368101696
841	0.9966555184	0.03363691532
842	0.9966555184	0.03358780717
843	0.9966555184	0.03352726098
844	0.9966555184	0.03350156263
845	0.9966555184	0.0334640036
846	0.9966555184	0.03340738403
847	0.9966555184	0.03336298933
848	0.9966555184	0.03331502366
849	0.9966555184	0.03327201856
850	0.9966555184	0.03324612885
851	0.9966555184	0.03321253753
852	0.9966555184	0.03319434216
853	0.9966555184	0.03318043853
854	0.9966555184	0.03314582974
855	0.9966555184	0.03309672916
856	0.9966555184	0.03307305142
857	0.9966555184	0.03304923577
858	0.9966555184	0.03300562765
859	0.9966555184	0.03298068936
860	0.9966555184	0.0329600405
861	0.9966555184	0.03293964929
862	0.9966555184	0.03291393838
863	0.9966555184	0.03286962732
864	0.9966555184	0.0328370032
865	0.9966555184	0.03278097702
866	0.9966555184	0.03274178518
867	0.9966555184	0.03269012222
868	0.9966555184	0.03264233333
869	0.9966555184	0.03261849635
870	0.9966555184	0.03255824696
871	0.9966555184	0.03253510694
872	0.9966555184	0.03249523108
873	0.9966555184	0.032471036
874	0.9966555184	0.03240962812
875	0.9966555184	0.03237445991
